"superkingdom"	"phylum"	"class"	"order"	"family"	"genus"	"OTU"
"Parabacteroides:774"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Porphyromonadaceae"	"Parabacteroides"	"Parabacteroides:774"
"Bacteroides:521"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:521"
"Unclassified-Screened:605"	"Bacteria"	"NA"	"NA"	"NA"	"NA"	"NA"	"Unclassified-Screened:605"
"Bacteroides:522"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:522"
"Parabacteroides:775"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Porphyromonadaceae"	"Parabacteroides"	"Parabacteroides:775"
"Bacteroides:523"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:523"
"Prevotellaceae:391"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Prevotellaceae"	"NA"	"Prevotellaceae:391"
"Lachnospiraceae:4403"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:4403"
"Bacteroides:524"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:524"
"Bacteroides:525"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:525"
"Parabacteroides:777"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Porphyromonadaceae"	"Parabacteroides"	"Parabacteroides:777"
"Prevotellaceae:392"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Prevotellaceae"	"NA"	"Prevotellaceae:392"
"Bacteroides:529"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:529"
"Prevotellaceae:393"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Prevotellaceae"	"NA"	"Prevotellaceae:393"
"Parabacteroides:778"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Porphyromonadaceae"	"Parabacteroides"	"Parabacteroides:778"
"Bacteroides:530"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:530"
"Parabacteroides:779"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Porphyromonadaceae"	"Parabacteroides"	"Parabacteroides:779"
"Bacteroides:531"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:531"
"Bacteroides:532"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:532"
"Parabacteroides:781"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Porphyromonadaceae"	"Parabacteroides"	"Parabacteroides:781"
"Bacteroidales:110"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"NA"	"NA"	"Bacteroidales:110"
"Firmicutes:570"	"Bacteria"	"Firmicutes"	"NA"	"NA"	"NA"	"NA"	"Firmicutes:570"
"Clostridiales:1120"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"NA"	"NA"	"Clostridiales:1120"
"Bacteroides:533"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:533"
"Lachnospiraceae:4405"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:4405"
"Bacteroides:535"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:535"
"Prevotellaceae:394"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Prevotellaceae"	"NA"	"Prevotellaceae:394"
"Bacteroides:537"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:537"
"Parabacteroides:782"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Porphyromonadaceae"	"Parabacteroides"	"Parabacteroides:782"
"Lachnospiraceae:4407"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:4407"
"Ruminococcaceae:652"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"NA"	"Ruminococcaceae:652"
"Parabacteroides:783"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Porphyromonadaceae"	"Parabacteroides"	"Parabacteroides:783"
"Lachnospiraceae:4408"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:4408"
"Lachnospiraceae:4409"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:4409"
"Parabacteroides:785"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Porphyromonadaceae"	"Parabacteroides"	"Parabacteroides:785"
"Parabacteroides:786"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Porphyromonadaceae"	"Parabacteroides"	"Parabacteroides:786"
"Prevotella:81"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella:81"
"Bacteroides:538"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:538"
"Lachnospiraceae:4410"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:4410"
"Alistipes:154"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Rikenellaceae"	"Alistipes"	"Alistipes:154"
"Prevotellaceae:395"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Prevotellaceae"	"NA"	"Prevotellaceae:395"
"Lachnospiraceae:4411"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:4411"
"Prevotellaceae:396"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Prevotellaceae"	"NA"	"Prevotellaceae:396"
"Bacteroides:539"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:539"
"LachnospiraceaeIncertaeSedis:1021"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"LachnospiraceaeIncertaeSedis"	"LachnospiraceaeIncertaeSedis:1021"
"Bacteroides:540"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:540"
"Parabacteroides:787"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Porphyromonadaceae"	"Parabacteroides"	"Parabacteroides:787"
"Bacteroides:541"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:541"
"Bacteroides:542"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:542"
"Lachnospiraceae:4413"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:4413"
"Parabacteroides:788"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Porphyromonadaceae"	"Parabacteroides"	"Parabacteroides:788"
"Unclassified-Screened:607"	"Bacteria"	"NA"	"NA"	"NA"	"NA"	"NA"	"Unclassified-Screened:607"
"Bacilli:31"	"Bacteria"	"Firmicutes"	"Bacilli"	"NA"	"NA"	"NA"	"Bacilli:31"
"Parabacteroides:789"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Porphyromonadaceae"	"Parabacteroides"	"Parabacteroides:789"
"Firmicutes:571"	"Bacteria"	"Firmicutes"	"NA"	"NA"	"NA"	"NA"	"Firmicutes:571"
"Bacteroidales:111"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"NA"	"NA"	"Bacteroidales:111"
"Bacteroides:543"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:543"
"Bacteroides:544"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:544"
"Bacteroides:546"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:546"
"Firmicutes:572"	"Bacteria"	"Firmicutes"	"NA"	"NA"	"NA"	"NA"	"Firmicutes:572"
"Bryantella:97"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Bryantella"	"Bryantella:97"
"Firmicutes:573"	"Bacteria"	"Firmicutes"	"NA"	"NA"	"NA"	"NA"	"Firmicutes:573"
"Prevotellaceae:398"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Prevotellaceae"	"NA"	"Prevotellaceae:398"
"Prevotellaceae:399"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Prevotellaceae"	"NA"	"Prevotellaceae:399"
"Bacteroides:548"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:548"
"Bacteroides:549"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:549"
"Lachnospiraceae:4414"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:4414"
"Parabacteroides:793"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Porphyromonadaceae"	"Parabacteroides"	"Parabacteroides:793"
"Prevotellaceae:400"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Prevotellaceae"	"NA"	"Prevotellaceae:400"
"Bacteroides:551"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:551"
"Enterococcus:190"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Enterococcaceae"	"Enterococcus"	"Enterococcus:190"
"Lachnospiraceae:4415"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:4415"
"Parabacteroides:795"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Porphyromonadaceae"	"Parabacteroides"	"Parabacteroides:795"
"Prevotellaceae:401"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Prevotellaceae"	"NA"	"Prevotellaceae:401"
"Bacteroidales:112"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"NA"	"NA"	"Bacteroidales:112"
"Parabacteroides:796"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Porphyromonadaceae"	"Parabacteroides"	"Parabacteroides:796"
"Lachnospiraceae:4416"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:4416"
"Bacteroides:552"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:552"
"Enterococcus:191"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Enterococcaceae"	"Enterococcus"	"Enterococcus:191"
"Bacteroides:553"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:553"
"Veillonellaceae:80"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Veillonellaceae"	"NA"	"Veillonellaceae:80"
"Prevotellaceae:402"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Prevotellaceae"	"NA"	"Prevotellaceae:402"
"Bacteroides:555"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:555"
"Alistipes:155"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Rikenellaceae"	"Alistipes"	"Alistipes:155"
"Bacteroides:556"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:556"
"Bacteroides:558"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:558"
"Lachnospiraceae:4417"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:4417"
"Bacteroides:559"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:559"
"Bacteroides:560"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:560"
"Bacteroides:561"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:561"
"Parabacteroides:800"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Porphyromonadaceae"	"Parabacteroides"	"Parabacteroides:800"
"Firmicutes:574"	"Bacteria"	"Firmicutes"	"NA"	"NA"	"NA"	"NA"	"Firmicutes:574"
"Proteobacteria:32"	"Bacteria"	"Proteobacteria"	"NA"	"NA"	"NA"	"NA"	"Proteobacteria:32"
"Bacteroides:562"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:562"
"Prevotellaceae:403"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Prevotellaceae"	"NA"	"Prevotellaceae:403"
"Lachnospiraceae:4418"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:4418"
"Parabacteroides:801"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Porphyromonadaceae"	"Parabacteroides"	"Parabacteroides:801"
"Alistipes:156"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Rikenellaceae"	"Alistipes"	"Alistipes:156"
"Bacteroidales:114"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"NA"	"NA"	"Bacteroidales:114"
"Prevotellaceae:404"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Prevotellaceae"	"NA"	"Prevotellaceae:404"
"Prevotellaceae:405"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Prevotellaceae"	"NA"	"Prevotellaceae:405"
"Bacteroides:564"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:564"
"Parabacteroides:803"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Porphyromonadaceae"	"Parabacteroides"	"Parabacteroides:803"
"Lachnospiraceae:4420"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:4420"
"Bacteroides:567"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:567"
"Bacteroides:568"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:568"
"Faecalibacterium:295"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Faecalibacterium"	"Faecalibacterium:295"
"Prevotellaceae:406"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Prevotellaceae"	"NA"	"Prevotellaceae:406"
"Parabacteroides:805"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Porphyromonadaceae"	"Parabacteroides"	"Parabacteroides:805"
"Bacteroides:569"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:569"
"Firmicutes:575"	"Bacteria"	"Firmicutes"	"NA"	"NA"	"NA"	"NA"	"Firmicutes:575"
"Parabacteroides:806"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Porphyromonadaceae"	"Parabacteroides"	"Parabacteroides:806"
"Bacteroides:570"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:570"
"Parabacteroides:807"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Porphyromonadaceae"	"Parabacteroides"	"Parabacteroides:807"
"Prevotellaceae:407"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Prevotellaceae"	"NA"	"Prevotellaceae:407"
"Prevotellaceae:408"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Prevotellaceae"	"NA"	"Prevotellaceae:408"
"Prevotellaceae:409"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Prevotellaceae"	"NA"	"Prevotellaceae:409"
"Prevotella:83"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella:83"
"Parabacteroides:809"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Porphyromonadaceae"	"Parabacteroides"	"Parabacteroides:809"
"Bacteroides:574"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:574"
"Parabacteroides:810"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Porphyromonadaceae"	"Parabacteroides"	"Parabacteroides:810"
"Bacteroidetes:72"	"Bacteria"	"Bacteroidetes"	"NA"	"NA"	"NA"	"NA"	"Bacteroidetes:72"
"Bacteroides:575"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:575"
"Bacteroides:576"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:576"
"Unclassified-Screened:608"	"Bacteria"	"NA"	"NA"	"NA"	"NA"	"NA"	"Unclassified-Screened:608"
"Prevotella:84"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella:84"
"Bacteroides:579"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:579"
"Lactobacillales:53"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"NA"	"NA"	"Lactobacillales:53"
"Bacteroides:580"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:580"
"Clostridiales:1123"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"NA"	"NA"	"Clostridiales:1123"
"Unclassified-Screened:609"	"Bacteria"	"NA"	"NA"	"NA"	"NA"	"NA"	"Unclassified-Screened:609"
"Bacteroidales:116"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"NA"	"NA"	"Bacteroidales:116"
"Prevotellaceae:410"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Prevotellaceae"	"NA"	"Prevotellaceae:410"
"Parabacteroides:813"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Porphyromonadaceae"	"Parabacteroides"	"Parabacteroides:813"
"Bacteroides:582"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:582"
"Prevotellaceae:411"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Prevotellaceae"	"NA"	"Prevotellaceae:411"
"Prevotella:85"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella:85"
"Bacteroides:584"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:584"
"Lachnospiraceae:4422"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:4422"
"Bacteroides:586"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:586"
"Faecalibacterium:296"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Faecalibacterium"	"Faecalibacterium:296"
"Bacteroides:587"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:587"
"Bacteroides:588"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:588"
"Bacteroides:589"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:589"
"Bacteroides:590"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:590"
"Parabacteroides:815"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Porphyromonadaceae"	"Parabacteroides"	"Parabacteroides:815"
"Bacteroides:591"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:591"
"Bacteroides:592"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:592"
"Clostridiales:1124"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"NA"	"NA"	"Clostridiales:1124"
"Prevotellaceae:412"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Prevotellaceae"	"NA"	"Prevotellaceae:412"
"Bacteroides:594"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:594"
"Bacteroides:595"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:595"
"Bacteroides:596"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:596"
"Prevotellaceae:413"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Prevotellaceae"	"NA"	"Prevotellaceae:413"
"Hespellia:52"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Hespellia"	"Hespellia:52"
"Prevotellaceae:414"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Prevotellaceae"	"NA"	"Prevotellaceae:414"
"Hespellia:53"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Hespellia"	"Hespellia:53"
"Bacteroides:599"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:599"
"LachnospiraceaeIncertaeSedis:1022"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"LachnospiraceaeIncertaeSedis"	"LachnospiraceaeIncertaeSedis:1022"
"Prevotellaceae:415"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Prevotellaceae"	"NA"	"Prevotellaceae:415"
"Parabacteroides:817"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Porphyromonadaceae"	"Parabacteroides"	"Parabacteroides:817"
"Bacteroides:601"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:601"
"Bacteroides:602"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:602"
"Bacteroides:603"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:603"
"Bacteroides:604"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:604"
"Bacteroides:605"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:605"
"Firmicutes:577"	"Bacteria"	"Firmicutes"	"NA"	"NA"	"NA"	"NA"	"Firmicutes:577"
"Bacteroides:609"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:609"
"Bacteroides:610"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:610"
"Prevotellaceae:416"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Prevotellaceae"	"NA"	"Prevotellaceae:416"
"Prevotella:86"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella:86"
"Bacteroides:611"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:611"
"Bacteroidales:118"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"NA"	"NA"	"Bacteroidales:118"
